EEG DATA
2.0 0.0
2.0 0.0
2.0 0.0
2.0 0.0
2.0 0.0
2.0 0.0
2.0 0.0
2.0 0.0
2.0 0.0
47.0 0.0
158.0 0.0
247.0 0.0
353.0 0.0
444.0 0.0
564.0 0.0
659.0 0.0
759.0 0.0
853.0 0.0
969.0 0.0
1004.0 0.0
1170.0 0.0
1213.0 0.0
1313.0 0.0
1412.0 0.0
1569.0 0.0
1625.0 0.0
1724.0 0.0
1810.0 0.0
1927.0 0.0
2010.0 0.0
2112.0 0.0
2211.0 0.0
2310.0 0.0
2409.0 0.0
2511.0 0.0
2609.0 0.0
2726.0 0.0
2810.0 0.0
2910.0 0.0
3008.0 0.0
3108.0 0.0
3213.0 0.0
3310.0 0.0
3425.0 0.0
3525.0 0.0
3632.0 0.0
3731.0 0.0
3833.0 0.0
3935.0 0.0
4026.0 0.0
4142.0 0.0
4242.0 0.0
4342.0 0.0
4437.0 0.0
4542.0 0.0
4649.0 0.0
4741.0 0.0
4857.0 0.0
4958.0 0.0
5057.0 0.0
5159.0 0.0
5284.0 0.0
5359.0 0.0
5410.0 0.0
5509.0 0.0
5609.0 0.0
5708.0 0.0
5811.0 0.0
5909.0 0.0
6010.0 0.0
6125.0 0.0
6216.0 0.0
6328.0 0.0
6411.0 0.0
6513.0 0.0
6617.0 0.0
6710.0 0.0
6810.0 0.0
6915.0 0.0
7010.0 0.0
7128.0 0.0
7209.0 0.0
7316.0 0.0
7416.0 0.0
7527.0 0.0
7638.0 0.0
7723.0 0.0
7824.0 0.0
7926.0 0.0
8043.0 0.0
8128.0 0.0
8242.0 0.0
8329.0 0.0
8444.0 0.0
8541.0 0.0
8642.0 0.0
8732.0 0.0
8857.0 0.0
8943.0 0.0
9062.0 0.0
9174.0 0.0
9259.0 0.0
9360.0 0.0
9463.0 0.0
9575.0 0.0
9658.0 0.0
9708.0 0.0
9872.0 0.0
9914.0 0.0
10006.0 0.0
10115.0 0.0
10210.0 0.0
10308.0 0.0
10409.0 0.0
10523.0 0.0
10626.0 0.0
10710.0 0.0
10808.0 0.0
10925.0 0.0
11093.0 0.0
11115.0 0.0
11213.0 0.0
11314.0 0.0
11408.0 0.0
11514.0 0.0
11612.0 0.0
11724.0 0.0
11825.0 0.0
11928.0 0.0
12007.0 0.0
12100.0 0.0
12216.0 0.0
12310.0 0.0
12421.0 0.0
12516.0 0.0
12624.0 0.0
12724.0 0.0
12825.0 0.0
12929.0 0.0
13033.0 0.0
13138.0 0.0
13227.0 0.0
13336.0 0.0
13435.0 0.0
13532.0 0.0
13638.0 0.0
13740.0 0.0
13841.0 0.0
13956.0 0.0
14057.0 0.0
14150.0 0.0
14263.0 0.0
14357.0 0.0
14467.0 0.0
14509.0 0.0
14672.0 0.0
14710.0 0.0
14802.0 0.0
14908.0 0.0
15012.0 0.0
15117.0 0.0
15213.0 0.0
15324.0 0.0
15424.0 0.0
15502.0 0.0
15597.0 0.0
15714.0 0.0
15814.0 0.0
15920.0 0.0
16017.0 0.0
16121.0 0.0
16226.0 0.0
16308.0 0.0
16406.0 0.0
16504.0 0.0
16615.0 0.0
16720.0 0.0
16808.0 0.0
16914.0 0.0
17025.0 0.0
17124.0 0.0
17224.0 0.0
17329.0 0.0
17424.0 0.0
17538.0 0.0
17641.0 0.0
17740.0 0.0
17845.0 0.0
17942.0 0.0
18043.0 0.0
18142.0 0.0
18240.0 0.0
18357.0 0.0
18459.0 0.0
18561.0 0.0
18658.0 0.0
18758.0 0.0
18863.0 0.0
18907.0 0.0
19074.0 0.0
19107.0 0.0
19207.0 0.0
19316.0 0.0
19407.0 0.0
19506.0 0.0
19624.0 0.0
19725.0 0.0
19825.0 0.0
19910.0 0.0
20009.0 0.0
20106.0 0.0
20224.0 0.0
20324.0 0.0
20424.0 0.0
20506.0 0.0
20609.0 0.0
20710.0 0.0
20807.0 0.0
20909.0 0.0
21023.0 0.0
21110.0 0.0
21224.0 0.0
21328.0 0.0
21424.0 0.0
21526.0 0.0
21624.0 0.0
21726.0 0.0
21841.0 0.0
21944.0 0.0
22042.0 0.0
22142.0 0.0
22239.0 0.0
22342.0 0.0
22456.0 0.0
22559.0 0.0
22649.0 0.0
22749.0 0.0
22860.0 0.0
22959.0 0.0
23055.0 0.0
23108.0 0.0
23260.0 0.0
23309.0 0.0
23408.0 0.0
23508.0 0.0
23610.0 0.0
23708.0 0.0
23809.0 0.0
23924.0 0.0
24008.0 0.0
24107.0 0.0
24208.0 0.0
24313.0 0.0
24408.0 0.0
24506.0 0.0
24616.0 0.0
24711.0 0.0
24809.0 0.0
24908.0 0.0
25008.0 0.0
25107.0 0.0
25207.0 0.0
25309.0 0.0
25423.0 0.0
25518.0 0.0
25625.0 0.0
25719.0 0.0
25823.0 0.0
25925.0 0.0
26024.0 0.0
26129.0 0.0
26242.0 0.0
26342.0 0.0
26441.0 0.0
26544.0 0.0
26641.0 0.0
26740.0 0.0
26856.0 0.0
26958.0 0.0
27057.0 0.0
27157.0 0.0
27257.0 0.0
27358.0 0.0
27406.0 0.0
27559.0 0.0
27608.0 0.0
27708.0 0.0
27807.0 0.0
27906.0 0.0
28008.0 0.0
28107.0 0.0
28225.0 0.0
28324.0 0.0
28397.0 0.0
28507.0 0.0
28614.0 0.0
28708.0 0.0
28807.0 0.0
28907.0 0.0
29024.0 0.0
29124.0 0.0
29206.0 0.0
29306.0 0.0
29407.0 0.0
29507.0 0.0
29608.0 0.0
29707.0 0.0
29812.0 0.0
29924.0 0.0
30025.0 0.0
30124.0 0.0
30223.0 0.0
30324.0 0.0
30425.0 0.0
30541.0 0.0
30644.0 0.0
30740.0 0.0
30841.0 0.0
30941.0 0.0
31042.0 0.0
31141.0 0.0
31257.0 0.0
31357.0 0.0
31457.0 0.0
31558.0 0.0
31658.0 0.0
31770.0 0.0
31807.0 0.0
31973.0 0.0
32007.0 0.0
32109.0 0.0
32208.0 0.0
32307.0 0.0
32408.0 0.0
32523.0 0.0
32628.0 0.0
32724.0 0.0
32831.0 0.0
32923.0 0.0
33020.0 0.0
33107.0 0.0
33208.0 0.0
33324.0 0.0
33428.0 0.0
33524.0 0.0
33625.0 0.0
33724.0 0.0
33825.0 0.0
33909.0 0.0
34008.0 0.0
34126.0 0.0
34214.0 0.0
34324.0 0.0
34425.0 0.0
34524.0 0.0
34625.0 0.0
34740.0 0.0
34831.0 0.0
34944.0 0.0
35046.0 0.0
35141.0 0.0
35239.0 0.0
35341.0 0.0
35456.0 0.0
35558.0 0.0
35657.0 0.0
35757.0 0.0
35856.0 0.0
35957.0 0.0
36058.0 0.0
36157.0 0.0
36258.0 0.0
36372.0 0.0
36407.0 0.0
36573.0 0.0
36607.0 0.0
36707.0 0.0
36825.0 0.0
36924.0 0.0
37023.0 0.0
37128.0 0.0
37224.0 0.0
37307.0 0.0
37405.0 0.0
37507.0 0.0
37623.0 0.0
37726.0 0.0
37827.0 0.0
37925.0 0.0
38022.0 0.0
38107.0 0.0
38208.0 0.0
38307.0 0.0
38425.0 0.0
38526.0 0.0
38628.0 0.0
38724.0 0.0
38818.0 0.0
38923.0 0.0
39024.0 0.0
39141.0 0.0
39240.0 0.0
39345.0 0.0
39438.0 0.0
39541.0 0.0
39640.0 0.0
39753.0 0.0
39857.0 0.0
39959.0 0.0
40057.0 0.0
40163.0 0.0
40257.0 0.0
40357.0 0.0
40459.0 0.0
40559.0 0.0
40658.0 0.0
40710.0 0.0
40876.0 0.0
40907.0 0.0
41006.0 0.0
41122.0 0.0
41224.0 0.0
41327.0 0.0
41424.0 0.0
41529.0 0.0
41623.0 0.0
41708.0 0.0
41808.0 0.0
41908.0 0.0
42025.0 0.0
42127.0 0.0
42229.0 0.0
42324.0 0.0
42424.0 0.0
42507.0 0.0
42608.0 0.0
42709.0 0.0
42823.0 0.0
42926.0 0.0
43018.0 0.0
43124.0 0.0
43223.0 0.0
43323.0 0.0
43424.0 0.0
43541.0 0.0
43642.0 0.0
43744.0 0.0
43841.0 0.0
43940.0 0.0
44043.0 0.0
44155.0 0.0
44244.0 0.0
44358.0 0.0
44448.0 0.0
44557.0 0.0
44657.0 0.0
44756.0 0.0
44857.0 0.0
44956.0 0.0
45062.0 0.0
45109.0 0.0
45278.0 0.0
45317.0 0.0
45407.0 0.0
45507.0 0.0
45625.0 0.0
45728.0 0.0
45823.0 0.0
45924.0 0.0
46023.0 0.0
46106.0 0.0
46206.0 0.0
46309.0 0.0
46424.0 0.0
46514.0 0.0
46623.0 0.0
46725.0 0.0
46805.0 0.0
46907.0 0.0
47011.0 0.0
47123.0 0.0
47224.0 0.0
47328.0 0.0
47431.0 0.0
47533.0 0.0
47634.0 0.0
47724.0 0.0
47839.0 0.0
47940.0 0.0
48044.0 0.0
