EEG DATA
0.0 550.0
0.0 570.0
0.0 569.0
0.0 566.0
0.0 541.0
0.0 573.0
0.0 583.0
0.0 581.0
0.0 563.0
33.0 556.0
132.0 536.0
228.0 547.0
341.0 553.0
ECG DATA
0.0 513.0
0.0 513.0
0.0 516.0
0.0 514.0
0.0 513.0
0.0 515.0
0.0 511.0
0.0 513.0
0.0 515.0
33.0 516.0
132.0 514.0
228.0 515.0
341.0 514.0
COMMENTS
this is a comment
