EEG DATA
23059.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
ECG DATA
23059.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
24030.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
25024.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
26040.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
27057.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
28021.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
29030.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
30033.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
31061.0 0.0
COMMENTS

